"","missingness_level","MeanMode_PFC","MeanMode_SE"
"1",0.1,0.389328063241107,0.0579223355326199
"2",0.2,0.406004901960784,0.00339838838820147
"3",0.3,0.430365622032289,0.0280912359130213
"4",0.4,0.430793650793651,0.0254918855871552
