"","missingness_level","KNN_PFC","KNN_SE"
"1",0.1,0.259025032938076,0.030891912284064
"2",0.2,0.321282679738562,0.056043384565765
"3",0.3,0.35985635985636,0.025411038510677
"4",0.4,0.375304378161521,0.0226162756731879
