"","missingness_level","MICE_PFC","MICE_SE"
"1",0.1,0.163170163170163,0.0893111611219954
"2",0.2,0.121459694989107,0.0508756582033481
"3",0.3,0.153940886699507,0.0525531731363347
"4",0.4,0.159438984438984,0.0295167784384606
