"","missingness_level","RF_MSE","RF_SE"
"1",0.1,0.215666188853422,0.032680298321054
"2",0.2,0.16905892300448,0.0180612209273924
"3",0.3,0.161910197121632,0.0138876601037505
"4",0.4,0.166851447908875,0.0157450531626023
