"","missingness_level","MICE_MSE","MICE_SE"
"1",0.1,0.0611591626081525,0.0217686273519897
"2",0.2,0.0723568644142667,0.00444593861869499
"3",0.3,0.11915521278667,0.0330314101749514
"4",0.4,0.165736512346904,0.019447433492014
