"","missingness_level","RF_PFC","RF_SE"
"1",0.1,0.137373737373737,0.0469561183804827
"2",0.2,0.156740196078431,0.0322192070355437
"3",0.3,0.160697410697411,0.0257489348168449
"4",0.4,0.151962323390895,0.0282940631545515
