"","missingness_level","KNN_PFC","KNN_SE"
"1",0.1,0.144935009091356,0.013135528545089
"2",0.2,0.146688420239891,0.0162020497811792
"3",0.3,0.179893972563428,0.0144775361558152
"4",0.4,0.197520583888633,0.0118493622128889
