"","missingness_level","MICE_MSE","MICE_SE"
"1",0.1,0.279339684695089,0.0454392843178664
"2",0.2,0.237491364084375,0.0351476094718303
"3",0.3,0.212185364992786,0.0248993193701945
"4",0.4,0.214928674980887,0.0290252039903192
