"","missingness_level","KNN_MSE","KNN_SE"
"1",0.1,0.289009379540247,0.057265759662156
"2",0.2,0.302003624835391,0.0369786901802335
"3",0.3,0.286734314383056,0.0343694505647685
"4",0.4,0.347783922075143,0.031137110239304
