"","missingness_level","MeanMode_MSE","MeanMode_SE"
"1",0.1,0.606441105023305,0.0583547801432939
"2",0.2,0.558367556718178,0.0568114239879996
"3",0.3,0.671947729990392,0.0535090574237052
"4",0.4,0.701267767716465,0.0512711961895112
