"","missingness_level","RF_PFC","RF_SE"
"1",0.1,0.0624911798727588,0.0149325599136722
"2",0.2,0.0696755059895477,0.0149621718856761
"3",0.3,0.0833639887548709,0.0150947551463096
"4",0.4,0.0864373251516109,0.0138125227178205
