"","missingness_level","MICE_MSE","MICE_SE"
"1",0.1,0.515046440924949,0.292800223184349
"2",0.2,0.547464289341781,0.195443741301248
"3",0.3,0.461625539478361,0.115449978434971
"4",0.4,0.485348054932535,0.0957074719620779
