"","missingness_level","KNN_PFC","KNN_SE"
"1",0.1,0.182110148623307,0.0344911625053641
"2",0.2,0.290869264441371,0.0319044946519219
"3",0.3,0.356567116496599,0.0200406192113106
"4",0.4,0.390844605558891,0.0262500379437767
