"","missingness_level","KNN_PFC","KNN_SE"
"1",0.1,0.170876188811712,0.00896899336317806
"2",0.2,0.180244771135194,0.00662786444193549
"3",0.3,0.195791804320585,0.00601242143623763
"4",0.4,0.207625167315024,0.00555994418261537
