V1,missingness_level,RF_MSE,RF_SE
1,0.1,0.317228687397726,0.016765380978016
2,0.2,0.379244702593211,0.0133252729953256
3,0.3,0.425326491423763,0.0117288130027051
4,0.4,0.506779258499422,0.0124236192450965
