V1,missingness_level,RF_MSE,RF_SE
1,0.1,0.288765957834284,0.0187612562922539
2,0.2,0.30151731202862,0.0133019843752877
3,0.3,0.306918004909179,0.00992297720058027
4,0.4,0.309701719475289,0.00866251462187797
