"","missingness_level","MICE_PFC","MICE_SE"
"1",0.1,0.128412593729837,0.00954448321006239
"2",0.2,0.161348416522155,0.00812331524420784
"3",0.3,0.172335551511681,0.00576589847895718
"4",0.4,0.189831285592055,0.00494290536217323
