V1,missingness_level,KNN_MSE,KNN_SE
1,0.1,0.248963250900155,0.0110703257775788
2,0.2,0.287979891812224,0.00862719622787569
3,0.3,0.298107531162569,0.00691662502246252
4,0.4,0.308894589605749,0.00701373587284384
