V1,missingness_level,KNN_PFC,KNN_SE
1,0.1,0.116622856374791,0.00861934018540405
2,0.2,0.141609159233187,0.00637391802191835
3,0.3,0.170924042769892,0.00553509272152077
4,0.4,0.189711403526174,0.00593195499577603
