"","missingness_level","MICE_MSE","MICE_SE"
"1",0.1,0.266405430111797,0.0139238065551972
"2",0.2,0.274907549846394,0.0113593161067949
"3",0.3,0.309425490565794,0.0104457930631731
"4",0.4,0.330979526840091,0.0107244437714997
