V1,missingness_level,RF_MSE,RF_SE
1,0.1,0.166073381595306,0.0109366341703666
2,0.2,0.187511953150325,0.00784747966846946
3,0.3,0.202416366475318,0.00663815397483231
4,0.4,0.213560461908765,0.00645725494853182
