"","missingness_level","KNN_PFC","KNN_SE"
"1",0.1,0.100836967704675,0.00851205515102926
"2",0.2,0.131308729223367,0.00710896183969915
"3",0.3,0.160498164268125,0.0066055348365926
"4",0.4,0.176839790709701,0.00594971582745016
