"","missingness_level","RF_PFC","RF_SE"
"1",0.1,0.0875746613107059,0.00700929696183995
"2",0.2,0.0838020599560308,0.00528868552724426
"3",0.3,0.0880636973840631,0.0039444735509845
"4",0.4,0.0867164079547257,0.00362692502406274
